Date,Year,Ground,Opposition,Inns,Pos,Runs,BF,4s,6s,SR,Dismissal,NotOut
2020-02-05,2020,Hamilton,New Zealand,1.0,3.0,51.0,63.0,6.0,0.0,80.95,bowled,0
2020-02-08,2020,Auckland,New Zealand,2.0,3.0,15.0,25.0,1.0,0.0,60.0,bowled,0
2020-02-11,2020,Mount Maunganui,New Zealand,1.0,3.0,9.0,12.0,0.0,1.0,75.0,caught,0
2020-11-27,2020,Sydney,Australia,2.0,3.0,21.0,21.0,2.0,1.0,100.0,caught,0
2020-11-29,2020,Sydney,Australia,2.0,3.0,89.0,87.0,7.0,2.0,102.29,caught,0
2020-12-02,2020,Canberra,Australia,1.0,3.0,63.0,78.0,5.0,0.0,80.76,caught,0
2021-03-23,2021,Pune,England,1.0,3.0,56.0,60.0,6.0,0.0,93.33,caught,0
2021-03-26,2021,Pune,England,1.0,3.0,66.0,79.0,3.0,1.0,83.54,caught,0
2021-03-28,2021,Pune,England,1.0,3.0,7.0,10.0,1.0,0.0,70.0,bowled,0
2022-01-19,2022,Paarl,South Africa,2.0,3.0,51.0,63.0,3.0,0.0,80.95,caught,0
2022-01-21,2022,Paarl,South Africa,1.0,3.0,0.0,5.0,0.0,0.0,0.0,caught,0
2022-01-23,2022,Cape Town,South Africa,2.0,3.0,65.0,84.0,5.0,0.0,77.38,caught,0
2022-02-06,2022,Ahmedabad,West Indies,2.0,3.0,8.0,4.0,2.0,0.0,200.0,caught,0
2022-02-09,2022,Ahmedabad,West Indies,1.0,3.0,18.0,30.0,3.0,0.0,60.0,caught,0
2022-02-11,2022,Ahmedabad,West Indies,1.0,3.0,0.0,2.0,0.0,0.0,0.0,caught,0
2022-07-14,2022,Lord's,England,2.0,3.0,16.0,25.0,3.0,0.0,64.0,caught,0
2022-07-17,2022,Manchester,England,2.0,3.0,17.0,22.0,3.0,0.0,77.27,caught,0
2022-12-04,2022,Mirpur,Bangladesh,1.0,3.0,9.0,15.0,1.0,0.0,60.0,caught,0
2022-12-07,2022,Mirpur,Bangladesh,2.0,1.0,5.0,6.0,1.0,0.0,83.33,bowled,0
2022-12-10,2022,Chattogram,Bangladesh,1.0,3.0,113.0,91.0,11.0,2.0,124.17,caught,0
2023-01-10,2023,Guwahati,Sri Lanka,1.0,3.0,113.0,87.0,12.0,1.0,129.88,caught,0
2023-01-12,2023,Eden Gardens,Sri Lanka,2.0,3.0,4.0,9.0,1.0,0.0,44.44,bowled,0
2023-01-15,2023,Thiruvananthapuram,Sri Lanka,1.0,3.0,166.0,110.0,13.0,8.0,150.9,not out,1
2023-01-18,2023,Hyderabad,New Zealand,1.0,3.0,8.0,10.0,1.0,0.0,80.0,bowled,0
2023-01-21,2023,Raipur,New Zealand,2.0,3.0,11.0,9.0,2.0,0.0,122.22,stumped,0
2023-01-24,2023,Indore,New Zealand,1.0,3.0,36.0,27.0,3.0,1.0,133.33,caught,0
2023-03-17,2023,Wankhede,Australia,2.0,3.0,4.0,9.0,1.0,0.0,44.44,lbw,0
2023-03-19,2023,Visakhapatnam,Australia,1.0,3.0,31.0,35.0,4.0,0.0,88.57,lbw,0
2023-03-22,2023,Chennai,Australia,2.0,3.0,54.0,72.0,2.0,1.0,75.0,caught,0
2023-07-27,2023,Bridgetown,West Indies,2.0,,,,,,,-,0
2023-09-02,2023,Pallekele,Pakistan,1.0,3.0,4.0,7.0,1.0,0.0,57.14,bowled,0
2023-09-04,2023,Pallekele,Nepal,2.0,,,,,,,-,0
2023-09-10,2023,Colombo (RPS),Pakistan,1.0,3.0,122.0,94.0,9.0,3.0,129.78,not out,1
2023-09-12,2023,Colombo (RPS),Sri Lanka,1.0,3.0,3.0,12.0,0.0,0.0,25.0,caught,0
2023-09-17,2023,Colombo (RPS),Sri Lanka,2.0,,,,,,,-,0
2023-09-27,2023,Rajkot,Australia,2.0,3.0,56.0,61.0,5.0,1.0,91.8,caught,0
2023-10-08,2023,Chennai,Australia,2.0,3.0,85.0,116.0,6.0,0.0,73.27,caught,0
2023-10-11,2023,Delhi,Afghanistan,2.0,3.0,55.0,56.0,6.0,0.0,98.21,not out,1
2023-10-14,2023,Ahmedabad,Pakistan,2.0,3.0,16.0,18.0,3.0,0.0,88.88,caught,0
2023-10-19,2023,Pune,Bangladesh,2.0,3.0,103.0,97.0,6.0,4.0,106.18,not out,1
2023-10-22,2023,Dharamsala,New Zealand,2.0,3.0,95.0,104.0,8.0,2.0,91.34,caught,0
2023-10-29,2023,Lucknow,England,1.0,3.0,0.0,9.0,0.0,0.0,0.0,caught,0
2023-11-02,2023,Wankhede,Sri Lanka,1.0,3.0,88.0,94.0,11.0,0.0,93.61,caught,0
2023-11-05,2023,Eden Gardens,South Africa,1.0,3.0,101.0,121.0,10.0,0.0,83.47,not out,1
2023-11-12,2023,Bengaluru,Netherlands,1.0,3.0,51.0,56.0,5.0,1.0,91.07,bowled,0
2023-11-15,2023,Wankhede,New Zealand,1.0,3.0,117.0,113.0,9.0,2.0,103.53,caught,0
2023-11-19,2023,Ahmedabad,Australia,1.0,3.0,54.0,63.0,4.0,0.0,85.71,bowled,0
2024-08-02,2024,Colombo (RPS),Sri Lanka,2.0,3.0,24.0,32.0,2.0,0.0,75.0,lbw,0
2024-08-04,2024,Colombo (RPS),Sri Lanka,2.0,3.0,14.0,19.0,2.0,0.0,73.68,lbw,0
2024-08-07,2024,Colombo (RPS),Sri Lanka,2.0,3.0,20.0,18.0,4.0,0.0,111.11,lbw,0
2025-02-09,2025,Cuttack,England,2.0,3.0,5.0,8.0,1.0,0.0,62.5,caught,0
2025-02-12,2025,Ahmedabad,England,1.0,3.0,52.0,55.0,7.0,1.0,94.54,caught,0
2025-02-20,2025,Dubai (DICS),Bangladesh,2.0,3.0,22.0,38.0,1.0,0.0,57.89,caught,0
2025-02-23,2025,Dubai (DICS),Pakistan,2.0,3.0,100.0,111.0,7.0,0.0,90.09,not out,1
2025-03-02,2025,Dubai (DICS),New Zealand,1.0,3.0,11.0,14.0,2.0,0.0,78.57,caught,0
2025-03-04,2025,Dubai (DICS),Australia,2.0,3.0,84.0,98.0,5.0,0.0,85.71,caught,0
2025-03-09,2025,Dubai (DICS),New Zealand,2.0,3.0,1.0,2.0,0.0,0.0,50.0,lbw,0
